enjoyed_most,enjoyed_least,,,,,
I have enjoyed constructing plots to make observations about the nature of a set of data the most. Making conclusions from the input data has been very interesting.,"My least favorite part of the class so far has been the some of the pandas/numpy documentation that i have head to read through online . A lot of this documentation does not have examples so it is a bit hard to completely understand what each method does at first glance. This no fault of the class, but it has been my least favorite part of doing the class.",,,,,
I liked learning version control for real world industry experience.,I don't like the quizzes due on sundays.,,,,,
I have enjoyed the assignments and labs because they are very interactive and allow me to learn,I have least liked the lectures because sometimes I find it hard to always pay attention and that they are a little slow and not focused on programming,,,,,
Interactive assignments,None,,,,,
"The interactive nature of the lectures, and getting to apply concepts through the discussion and assignments.","It can be hard to get comfortable and in a working relationship with the group, especially in the time frame and manner approached in this class. It would have been nice to have known the groups earlier, or had some more organized or structured way of forcing groups to meet.",,,,,
I have enjoyed the coding assignments and learning about data wrangling. I think that data wrangling is very important in the real world and I enjoy learning about the different ways in which to look and interpret data.,"Scheduling with group and trying to get everyone on the same page. I think this is just the nature of working with others and trying to get the project started, but personally it is somewhat frustrating trying to schedule and get a hold of everyone with little effort given back.",,,,,
Learning about using data science software,I would prefer if quizzes were released after the 9:00am lecture,,,,,
"I have enjoyed learning about various visualization principles of data analysis and how to improve my thought process during the data science project pipeline in areas, such as ethics.","It would be great for the group project to not be randomly assigned but rather determined by skillset, so each team would have a couple people who know how to code, others who are more creative, etc.",,,,,
I like the setup of the project.,Wish we learnt more about statistical methods that can be used,,,,,
"I really like digging through documentation to learn about libraries, I feel that it's really fun to iterate through different methods of going about manipulating data and it's really satisfying when what you wanted to accomplish finally works","I feel that a portion of the assignments have code written for us and is often confusing to understand what it actually does without struggling with it for awhile, I especially wish that we had more practice with data acquisition and cleaning as it's done for us.",,,,,
The data wrangling and manipulation as well as the coding,N/A,,,,,
I loved learning about pandas and dataframes. I think Jupyter Notebook and pandas are very powerful tools for data visualization and these are both technologies that I haven't worked with before.,I think the project groups should've been formed earlier so we can get started earlier and have more time to finish.,,,,,
Applying the basic concept from COGS 9 and managing dataset in coding is fun!,Comparatively concept heavy material is my least favorite as I enjoy learning more actively learning required material like playing around with datasets or generating figures.,,,,,
I've enjoyed the assignments because they're structured in such a way that I can learn data science skills through the completion of them,The group project as I don't like working in assigned groups as it can lead to a mismatch in skills and more importantly effort levels.,,,,,
I've enjoyed the lectures. I think they are entertaining and easily digestible.,"I am generally struggling with assignments, but that could just be a me thing. I am used to having programming classes where there are tutor hours that I can go to for debugging rather than having labs. Unfortunately, I mostly only have time to get most of my work done on the weekend and it feels scary to not have a synchronous help option then. Also, am used to pair programming more, so maybe that's why I'm struggling more.",,,,,
Working on a team,Some of the instructions for assignments can't be a bit unclear sometimes. There are so many ways to do one problem,,,,,
Getting more experience with Pandas. I have enjoyed the assignments and love solving coding problems.,"The group project feels like it has gone from 0 to 100 really quickly. Half of our group had not met or contributed anything until our meeting three days ago, so the pace that we will need to keep for this project worries me.",,,,,
"I really enjoy working through the assignments, I feel like I learn so much about python and data science",I did feel a little intimidated by some of the projects we reviewed and their code,,,,,
Group working with my fellow group-mates.,Quizzes.,,,,,
I really enjoyed learning about various tools we can use in data science such as the various python libraries. I also enjoyed learning about how to make informative and professional data visualizations.,So far nothing stands out particularly. I don't enjoy group projects that much but I think its good practice working with a group.,,,,,
I enjoyed learning about how to use pandas and data visualizations because those concepts are very applicable to my summer internship as a business analyst.,"I like least about the random assignment of groups for the final project because before working together effectively, it takes time to get to know each other and everyone's working style. Although it is a good opportunity for me to step out of my comfort zone, working with people I'm less familiar with takes me more time to produce a high-quality result with my team.",,,,,
"The organization of assignments, discussions, etc.",The amount of redundancy in coding.,,,,,
Welcoming lecture and helpful staff.,A little confusion with some homework problems.,,,,,
It's been fun to review python since its been a bit and apply it to a question my group came up with.,I don't have anything I particularly dislike.,,,,,
I like the assignments! I feel like Im learning about python which Ive never used before!,"The group project feels daunting. But, I also am excited to hopefully have something cool to put on my resume, so I don't feel awful. It's just a bit anxiety provoking.",,,,,
"Understanding the process behind data science. I like learning about why we do certain things beforehand, the implications of data science projects, etc.",The actual coding part. It all goes through one ear out the other.,,,,,
I have enjoyed doing the coding labs as I find them to be very stress free and learn from them,I have least liked the group projects as I'm not a huge fan of group work in general. It can be hard at times to find matching schedules and be constantly in communication with everyone,,,,,
Working with different people that I do not know before on some things that we all like in common.,"The class is too early in the morning, sometime it is hard to make it to the class.",,,,,
working with pandas and data wrangling,"datahub/juypter notebook, it can act up sometimes",,,,,
"Lectures about data used in real-world examples, ""stories"" about data, and the guest lecture.","Using Github, Github desktop, etc.

Every aspect of the class is nice except using Github and cloning, pushing, pulling, committing, etc.",,,,,
"Yes. I think the topics covered so far in class are pretty interesting such as different methods for data visualization, useful methods in pandas etc.",Nothing I don't like so far(maybe the 9:00 AM lecture lol coz I have to get up early),,,,,
I enjoy reading the previous projects. I saw a lot of interesting topics and those inspired me a lot.,I think so far everything is good.,,,,,
I have liked the the jupyter notebook and assignments because they are quite useful and conducive to my learning. I also like that there are quite a few EC opportunities,There's not really anything I haven't liked,,,,,
I definitely have enjoyed learning about the data science process and formulating a data science project for the final project.,"Too many assignments each week, I wish we could've combined some assignments to make it easier to keep track of what I need to complete on a week to week basis.",,,,,
Learning about the concepts on how to make visualizations and using data using code has been the most enjoyable part of this course.,"I don't like how much work there is, especially with the amount of assignments that are piled on for this class (i.e. having to do all discussion labs and assignments and quizzes in a week). Also, I don't like having assigned groups when there are people who aren't responsive and don't take responsibility because it feels hopeless in what to do when people don't want to pull their weight.",,,,,
I've really enjoyed applying what I've learned in lecture into actual assignments and seeing myself become more confident with data visualizations,"I think I would have preferred picking groups for the final project over being assigned random groups, but my group is still really nice",,,,,
"How it is diversifying my idea of working with data. I am used to just coding and working with datasets, but I never learned anything else about how to work with data. Being able to see what makes a data set good and how to ask questions has been enjoyable to learn.",Finding time to meet up with my group. I feel like because everyone has their own lives and sleeping schedules/ work schedules it is sometimes difficult to allocate time to work on the projects. Also because our meetings tend to last longer than expected so it cuts into all of our other plans.,,,,,
I think the project aspect - I got a great group and we are working on an interesting topic!,The weekly labs - they feel a bit tedious to get through.,,,,,
I enjoyed learning about what each graph type is used for,the lecture content does not help in completing the lsbs and assignments,,,,,
Probably the assignments because I enjoy applying our learning and using it to work on the assignments,"Nothing so far, I feel like I have enjoyed everything about COGS 108 as of right now",,,,,
I have enjoyed doing the clicker questions. They have been engaging.,I am not really sure what I least like so far.,,,,,
The labs and assignment are interesting to complete,Everything is great so far,,,,,
The Discussion labs are very engaging.,"In person attendance being part of a grade is difficult for me as I live a few cities away in SD county, so I'm just taking the loss of percentage to save on money haha.",,,,,
"I enjoyed learning more about data in general, and what exactly can be done to make data easily digestible for people.",Trying to teach myself python at the same time. I feel like I'm always behind and much of the work takes a lot of studying and referencing other sources to figure out what's going on - but this is due to me not knowing Python.,,,,,
I like the pace of this class. It's very decently paced as opposed to DSC 10.,There are two assignments and a quiz due every week.,,,,,
Able to use what we learned in this class and before in python to really work out a data science baed project.,Working with random group members on big projects. It is difficult to communicate sometimes and wok together as we don't know each other before.,,,,,
I enjoyed doing python because it is a really useful tool and we could use this in our work.,"I don't like the theoretical part because theoretical stuff is hard for me to understand. But I understand that it's necessary for the class to help us understand data science in many perspectives, not just about data.",,,,,
"I've enjoyed Discussions and Assignments so far, as they have helped me understand the material better for this semester.","So far, group communication and planning for the project has not been great, as some of my group members have not been engaged with the process so far.",,,,,
The thing I liked the most about COGS 108 so far has been learning how to manipulate data to make it easier to visualize and use.,"I don't think I have anything that I dislike about COGS 108, I enjoy all of the class.",,,,,
I enjoy the content—it's really interesting to learn about data science for the first time and the way Professor Ellis teaches makes it really interactive. I also appreciate all the visualizations and detailed slides that make it easy to follow along with course content. I also appreciate my group for being really proactive and easy to work and communicate with thus far. I'm excited to create a full project with them and learn more about data science throughout the course.,"I think sometimes some of the labs are difficult to complete. Although I know that it is intentionally vague and that some concepts are things we didn't go over and are supposed to search online for, sometimes I struggle for a long time without step by step instruction. Because there's also multiple ways to do something, oftentimes when I look online, they'll give solutions that are much lengthier and more confusing than necessary. I completely understand that this is part of the whole process, but I'd say this has been the most frustrating part of this class.",,,,,
"I have enjoyed thinking about and starting to work on the project. I think it's a really good opportunity to practice the skills we've learned, and I also really like the freedom we get to choose whatever problem we want to work on.","I find many of the discussion assignments to be ambiguous. For example, the congress workbook had lots of parts where it was not very clear what we should plot, since much of the language about e.g. ""broken down by"", was unclear.",,,,,
I have really enjoyed learning the effectiveness of python's pandas module. I have know a bit of python but have never worked on it for data science related purposes and if I needed to store data I would store it in a dictionary or list. This give me another tool to improve my ability in python.,I find that sometimes the assignments/discussion may be a bit vague as to what is being asked of me. While I am able to use the expected test results as a guideline it would be beneficial if the instruction were clear enough for me to not have to resort to that.,,,,,
"I have enjoyed learning about Data Science. I am a computer science major. Hence, prior to the course, my knowledge on the subject was very small. But, it has been amazing to see the clear, significant impact data science has created on society.","The amount of work. I think there is a lot of assigned tasks which make it difficult to focus on the project. It is very time-consuming to focus on the quizzes, discussion work, and assignments along with the group project assignments. For example, this week was very difficult because we had three personal assignments and needed to decide a research topic with our groups/create a proposal. 

A solution I propose is having a week to only think about the research and just submit the question in a google form style. Then, the next week assign the proposal.",,,,,
I enjoyed getting with the group and discussing about the project. We get know our classmates,I liked the quizzes the least. Some questions were confusing,,,,,
Assignments - Very fun and informative,Discussion - Sometimes a bit too complicated at times,,,,,
the lecture,not really,,,,,
"The lectures are digestible, not too much work outside of class, professor is nice and understand, and we're building on what we're learning.",I keep forgetting to bring my iClicker with me and am showing up to lectures without getting any participation credit...,,,,,
"Learning about the different processes of data science, like data wrangling and data analysis","Group work, can be frustrating at times to coordinate with everyone, especially when everything we've done together has been online and individualized",,,,,
The assignments on jupyter hub,the group project with random classmates has been hard to coordinate since no one is that responsive,,,,,
The format of Jupyter Notebook works very well for my style of learning,"Most classes largely cover topics I already know, but I am also coming into this class with a lot of prior knowledge",,,,,
I like how I don't have to go to lecture :),I don't like how we can't pick our groups for project :(,,,,,
I enjoy the concepts learned in Cogs 108 so far and understand the fundamentals of processing data with many methods.,"It might be the group work. We're a little behind, but this could be from all of us having a heavy week last, but still were hoping to start more work this upcoming week.",,,,,
"I have enjoyed the guest lecture, it was very engaging.","Not having a hybrid option during rainy days. I understand that we have up to 5 days to skip, but the rain lasted a couple lectures and it would've been more convenient to have that option. But I still appreciate the amount of days you give to skip!",,,,,
I have really enjoyed the coding labs and lectures. I think that the lectures go by very fast becuase they are at a really good pace and the coding labs are a good length,I think having Assignments and coding labs is a little redundant and the assignments are lengthy when I would rather put that time towards the project,,,,,
I enjoyed how the quizzes is on the weekend instead of the weekdays as I always stress about the stuff that is due on weekday with classes and other work. Having online quizzes for the weekend is great for me and my schedule.,The least part about COGS 108 is the discussion work as some of them was confusing and not having all the test case available to us is also kinda annoying because I wanted to double check my work before submitting.,,,,,
"Analyzing data by using DataFrame and statistical graphics, which helps me explore and understand more about my data",The hidden tests since I lost points and didn't know why even though my code ran through valid,,,,,
Doing code,nothing too bad,,,,,
"I enjoy being able to learn new Python library, panda, as I can use it outside of class for my research.",I dislike how the assignments are once every other week but is opened the week that is due. This makes it uneven in terms of work load and rather it be opened for 2 weeks so the work doesn't pile up.,,,,,
iClicker questions,sometimes the labs and assignments have really vague/ambiguous descriptions on the task and that makes me struggle to understand what it wants me to do,,,,,
The homework is not difficult.,The groups are randomly assigned.,,,,,
interesting assignments and enthusiastic instructors,nothing yet,,,,,
I've enjoyed learning how to use a new language and getting comfortable with the libraries.,The organization of the class. The group project feels very disconnected from the class itself and it's a bit disorienting.,,,,,
Lab session. Go through codes and explain in detail.,N/A,,,,,
It's learning Python with a good professor,collaborative assignments with group.,,,,,
"Class is well structured, all quizzes and assignments were posted in datahub, which make submission very easy","Nothing, so far so good",,,,,
Learning how to analyze datasets,Some assignment questions too complicated,,,,,
"I enjoyed the lecture about data visualization the most, because I liked highlighting the differences between visualizations when using the same data",Using datahub; it has been inconsistent in saving my progress in assignments and discussions.,,,,,
I enjoyed practicing how to use GitHub because I have not done much git pull and committing in the way we have done so far for this class.,I have been disliking how the questions in the labs and assignments sometimes sound like riddles. I find myself sitting there at my computer spending more time wondering what the question is asking me to do than actually writing the code.,,,,,
"I think learning about EDA in general is pretty interesting, and It's something I haven't learned before as an ECON major.","Well, I understand why we get assigned teammates for the group project, and in real life it is indeed that we don't have choices. But just for this class, I still liked the least about being unable to choose my own teammates.",,,,,
I have enjoyed the coding/data wrangling content the most.,I think that the discussion assignments can become tedious at times even after using course/online resources to write code.,,,,,
"Coming from a limited Java background, learning about python has been really enjoyable as I've found that I actually quite enjoy working through the datasets for the homeworks.",I wish we could've spent a little more time recapping python basics and having relevant methods that aren't talked about in class mentioned a bit more on the assignment instructions.,,,,,
I think it's interesting to work in a group of people with different backgrounds and skills,I think that maybe groups could've been assigned slightly earlier in the quarter so we had more time to figure it out with groups.,,,,,
I have enjoyed the lectures. I have found that its been 3+ years since I have done anything related to python so this is a nice refresher.,I have found the discussion assignments and the actual assignments really repetitive because they are generally the same assignments.,,,,,
"I have really enjoyed learning the basics of github. I've used the internet for a long time, and have heard of / sparingly used github to download files for programs that I've used a lot in the past, but truthfully I've never used it myself to host any repositories. Learning the basics of forking, committing, and pushing has been fun, even just editing a jupyter notebook and pushing my changes for the project proposal was a pretty cool feeling.","I struggle a bit with the assignments, but I wouldn't say that I don't like the process of tackling the problem and figuring out solution.",,,,,
Working on the project with my team has been fun. As group seems to be very organized and on the same page which has made the progression of our project a lot more smooth.,Nothing,,,,,
learned more about pandas,"I think groups can be divided based on topics of interest. I hope this final project will be beneficial for my future work and life. However, being assigned to very random groups means that each person's interests may not align well, leading to members who are not sensitive to the topic being unable to fully engage. I understand that in future work, employees cannot choose the content of their work, but I believe that schools can provide a platform for students to fully immerse themselves in topics they are genuinely interested in, considering there are decades of mandatory work content waiting for students to complete in the future",,,,,
I have enjoyed the assignments and labs because they connect well to each other and are reflective of what we are learning on lecture.,The thing I like the least about COGS 108 is the group project because the groups were randomly assigned.,,,,,
The most enjoyable part has been working on the COGS 108 project as I felt like I have a lot of freedom and I can choose what topic I want to work on instead of being forced to do something.,There is not a part of COGS 108 that I do not like as I feel like the class in very manageable.,,,,,
The assignments have been easy to access and with the combination of discussions and assignments it has been easy to learn the code,"So far, the trajectory of the project seems unclear to me, but I feel like that's only because that's more focussed on towards the end of the quarter",,,,,
I enjoy that I get to explore the applications of Python it's something that I really enjoy doing in my free time and I'm glad the course is geared towards that.,I really enjoy the course so far but the 9 AM lecture time is not my favorite (I'm not a morning person at all).,,,,,
"I like the labs and stuff, I have never done data science and its fun seeing my code come out in a way that I can see (charts and things)","I don't like how much is due every Sunday. I wished that instead of having a lab due every week, it was only due the weeks where there wasn't an exam.",,,,,
I loved learning about the pandas library and all of the ways to manipulate Data frames with other python api's and packages,"The weekly quizzes, they really just stress me out.",,,,,
What I have enjoyed the most about COGS 108 is learning about data wrangling and how to manipulate data to get inferences and observations from them.,What I have liked least about COGS 108 is nothing actually! I have enjoyed every single aspect of the course so far.,,,,,
"I enjoyed the discussion labs most, since I feel like I learn a lot from them.","I don't really like anything least, but I do wish I could choose my COGS 108 group since I took this class with a few friends and we wanted to do a project together.",,,,,
"Yes, I enjoy that this class is very flexible and I can attend any of the lab session.",There is nothing that I particularly don't like but I feel like I already know most of the content from DSC 10.,,,,,
"How clear the lectures are. I'm a data science major and although I am familiar with a lot of the content that is covered, I enjoy how understandable lectures are and taught in a way that is understandable by everyone.","The instructions on discussion and assignment notebooks are often not clear, making it extremely hard to understand what is being asked and what should be done. Directions can be interpreted in different ways.",,,,,
"I have enjoyed seeing more applicable assignments compared to most of my classes, a lot of these work I do I feel like I could do in the real world in a logical manner to get an expected result.","Not much honestly, I would like to know what hidden test cases are after I submit (once deadline passes), or if that is already possible- more clarity on how to find that.",,,,,
Assignment Clear rubric,We are randomly assigned for teammates in group project.,,,,,
I have really enjoyed working with python and getting to learn more about how to use pandas!,"Because I do not have much experience with python, I feel that I have been struggling quite a bit on getting the hang of everything.",,,,,
Cogs108 is an interesting and useful class in which I can learn a lot about handling stats by using python,Maybe the weekly quiz since the time for the quiz is very limited.,,,,,
The discussion labs help introduce new concepts in a low stakes way and encourage me to try out new things.,"There are inconsistencies in lecture notes that have affected my quiz grades. For example, conditionals were described as *always* having an if-else format, which would mean that you technically don't use conditionals to query a data frame (instead you would just use a boolean expression in square brackets).",,,,,
learning how to organize and represent datasets,Long assignments,,,,,
"I've enjoyed learning skills that will (hopefully) benefit me and my career in the future. Lectures have been interesting so far, as have some assignments/labs.","It feels very overwhelming so far. I have coding experience with COGS 18 and a small amount of MATLAB but the final project seems like something so far out of my reach, and it seems like my group for the project feels pretty much the same way. It's mostly the coding aspect that seems so daunting, although I do believe that we will be able to get a good grade in the end.

Additionally, with the assignments and labs I feel like there has been questions with confusing wording. Sometimes it's really hard for me to figure out what exactly the question is asking of me, or what my final product should even look like. Piazza has been a good help for this though.",,,,,
Doing the labs,"Some of the instructions in the labs are not very clear, so sometimes, it is kind of hard to know what exactly we are asked to do.",,,,,
The way we submit our assignments.,I think some questions are too wordy. Just tell me what to do or how to do.,,,,,
The assignments,The quizzes,,,,,
Being able to code in assignments and them being somewhat challenging,There are some questions on discussions/assignments that are unclear so it makes it difficult to do them,,,,,
"Working in group projects is fun, and I enjoy working through the process of building a strong data science question with my team. Also, having all of the assignments be through data hub is super convenient and being able to work through them / upload them all right there makes it really easy.",Probably completing the assignments. I've done the lower division data science sequence and so redoing a lot of the same pandas stuff is just kind of a pain.,,,,,
I have enjoyed the project group and collaborative experience. Its fun to see how data science is in a more applicable hands on setting that is a little less structured.,The flip side of the last question the one thing I don't like its feeling as if I have no clue how to do the ML algorithms present in the example final projects,,,,,
Learning about how to use libraries.,I don't think there was anything I didn't enjoy.,,,,,
I've enjoyed learning about the data science industry through real industry professionals coming on to share their experience in guest lectures.,"For D2, I spent a bit more time than I thought I would've needed to on the work because I was searching documentation for wrangling. Then I worked on A2 and realized that everything I needed in D2 was written and explained in A2. It's mostly my fault for not checking beforehand but including the explanations on the labs as well or at least a pointer to the assignments could be really helpful.",,,,,
It is a fun class and useful python programming basics,The final project tasks and lay out is somehow confusing,,,,,
Working with my team on our class project and working out what we wanted to do and what strategies we were going to use.,The really vague instructions for the labs.,,,,,
"What I've enjoyed most about COGS 108 so far is the fascinating journey of learning how to analyze new datasets and performing a wide array of operations on them. This process is not just about handling data; it's about uncovering stories hidden within numbers and patterns, translating abstract figures into concrete insights that can inform decisions, innovations, and understandings about human cognition and behavior.

The hands-on experience with real-world datasets is particularly exhilarating. Each dataset presents its unique challenges and learning opportunities, making the experience akin to solving a new puzzle every time. From cleaning data to ensure its quality and usability, to exploring it through visualizations that highlight underlying trends and anomalies, every step is a step towards a deeper understanding of both the data and the tools used to analyze it.","Despite the excitement of learning new tools and methods, the initial phase of getting comfortable with libraries such as pandas and scikit-learn, has been challenging. The pace at which new concepts are introduced sometimes feels overwhelming, especially when trying to juggle other coursework and commitments.",,,,,
I've enjoyed the discussion labs the most as I feel that I learn the best from those.,I've liked the workload the least in COGS 108 as I feel that this is a work heavy course and that there are a lot of assignments that I need to be aware of.,,,,,
"I love the teaching of the professor, I think she is super passionate about teaching and she is very easy to reach out to.",None,,,,,
"I have enjoyed the course being project based, since I feel this is a more accurate representation of one's abilities and knowledge in a course than an exam.","I have liked working in a group the least. My group members like to do everything the day it is due and it is incompatible with my schedule. I would appreciate if we were able to have the option to make our own groups, so I could be with others that have a similar work ethic to me.",,,,,
I am grateful for how I still got back to the course after missing the waitlist pre-authorize process. Professor Ellis is nice and caring.,Random groups. I understand working with random people is how it is in work space but working with people I know on a project together is so much more enjoyable and easier.,,,,,
I like how the assignments are on jupyter notebooks. It makes it a more practical learning experience to complete the assignments on there and it's a lot easier with a configured environment to do work on. And there being discussion and assignments give me more chances to be confident in my skills.,"I don't like the group project aspect personally because even though it's a imitation of real life work and gives us good project experience, it is hard to coordinate as it's a class and not a work environment, and the projects can vary a lot which personally I like more order in.",,,,,
The powerpoint and fast process of lectures,none,,,,,
"The project we just started working on, I think it's good to meet different people","Datahub, it's somehow annoying to submit things on datahub instead of gradescope or canvas",,,,,
I have enjoyed all the new information I have learned so far. I also enjoyed that there are lots of examples to follow along with in class. I would say the MOST would be that we are using the same dataset from cleaning to organizing. I think that is really nice to do so it allows us to see how the data transforms and we can follow along from beginning to end.,So far the discussion activities haven't been my favorite just because it can be hard to follow at times. I have found that the discord has been helpful to get help from my peers but the discussion activities don't have much instruction so I can get confused at times. I understand that the goal of this is to get us looking around and communicating with each other but it can be frustrating at times.,,,,,
"I found that coding and data analysising are much funner than I thought. Although I'm still a bit scare of how to approach forward, it is less intimidating.",The group project for sure. My teammates are really hard to work with. They have intentionally ignored me and my inputs multiple times during the project meetings. There was one time that they start to argue with each other aggressively as well. Assigned group is really challenging for introvert people.,,,,,
"Assignment structure, it feels good to complete the assignments and that I am learning",I think it would have been more fun to choose our own groups or at least choose based on a topic.,,,,,
the fact that assignments are related to what we are going to do in final project and the entire course staff is very approachable.,"Nothing I can think of, everything seems fun.",,,,,
"I enjoy working with my group. We met once on a call and once in person, which was beneficial for exchanging ideas. Despite lacking backgrounds in data science, we each bring unique skillsets from our respective majors, enhancing our team dynamic. I appreciated the assigned teams as it alleviated the pressure of finding one.","I'll address the iClicker questions. There were instances where all the questions were clustered at the beginning, causing me to miss them, and other times when my app crashed, preventing me from answering. It's stressful because I want the extra credit.",,,,,
Having everything be posted online,Not being able to meet new people,,,,,
"I like coding in groups, I've only ever coded on my own before","The group project along with the assignments, quizes, and discussions is a lot all at once.",,,,,
I have enjoyed the guest lectures the most,nothing really. I love this course!,,,,,
I like code and Python language.,I do not like that a course need use iclicker.,,,,,
The fact that we get to work on a full fledge project hands free of any harsh rubric/instructions. I like the fact that its open ended and we get to purse whatever question we like to explore.,"While nothing really comes to mind, if I had to very picky it probably be how the Discussions are harder than the Assignments.",,,,,
The hands-on work in labs/assignments (best way to learn).,N/A,,,,,
"the Guest lecture, as we learn about real career a lot",I think everything in COGS108 is good,,,,,
"coding, I like the feeling that use the code to find the things that we need in the dataset.","explanation of the data, I don't like any kind of explanation, it just not my thing.",,,,,
Creating graphs using matplotlib and seaborn. My favorite part is being able to visualize the data and learn how to present it in different ways. It is helping me understand how important data visualization is in communication.,"I'm kind of struggling with working with my group at the moment, but I hope it will work out once the proposal is in.",,,,,
all course content has been very applicable to data science,homework assignments can feel a little lengthy,,,,,
I liked working on the group project with my group. It was fun and my group members were friendly and cooperative.,"There isn't anything in particular that I dislike. Everything is pretty good. I particularly like the Sunday due date for all assignments because I don't have to try to remember when every assignment is due, which is stressful. I wish all my classes did something like that.",,,,,
"I think the content is very interesting and easy to understand, I like working in Python and I think Jupyter Notebooks are fun to use.","Honestly, I really don't like group projects because I feel I often end up doing most of the work, but I do understand why they are necessary.",,,,,
"I have enjoyed the instruction given in the labs and assignments that allow me to follow along and practice coding. I especially liked the structure of A2, which gave clear steps to follow and explained the various functions.","Though I don't have anything I particularly disliked, so far the content I've struggled the most with is knowing which type of plot is best to use in which scenario(s). I think I get confused since all of the plots and information was given at the same time, and I didn't get sufficient practice with knowing the advantages and disadvantages of each one.",,,,,
"I've enjoyed the assignments, I feel like they have left room for people to be creative and figure things out by ourselves.",I haven't liked how early the class is because I hate waking up,,,,,
I like using Jupyterhub; it's a good tool and our coding assignments are good ways to learn what we've discussed in class. The difficulty level is fair and there is a lot of guidance throughout the assignment.,"I don't like that the published lecture content (slides & lecture notes) don't contain much information. There aren't many examples or specifics, so it's hard to go off of and I often resort to other sources to figure out the coding assignments.",,,,,
Being able to play around with a lot of different datasets and manipulating it! It has exposed me to pandas which I feel will be a valuable skill to have in the future.,Nothing in particular as of late. I think all the assignments are fair and the tasks are appropriately challenging.,,,,,
I enjoyed hearing the guest lecture and learning how to use numpy and pandas to visualize data,Some of the things in the discussions/assignments aren't covered in lecture or other material so I feel like I have to search around for it as I'm not that familiar with everything we are using in the class,,,,,
"I like, during the class, Prof explained some coding that might used in our future project and went over the project requirement in detail.",I don't really like doing group project.,,,,,
"Seeing how messy CSV file can become readable once, it feels nice that simple code can do so much",Nothing really stands out,,,,,
I have enjoyed looking at the past projects since they were very interesting,I think D3 was very stressful for me since I was really confused on what data I was supposed to wrangle and how...,,,,,
Learning python/new programming language,Statistics,,,,,
I like how everything is due Sunday at midnight so it's cohesive and I don't have to keep track of when each individual due date is.,Not being able to pick our group members. I understand it's for a study but at the same time it's the little inconveniences of having to schedule meetings use a platform everyone has even if it isn't a best and patiently waiting for everyone's response because you don't know them and don't want to come off mean.,,,,,
Thinking about a topic for our project,The time it takes to understand things on assignments and figure out why something isn't working.,,,,,
The way professor Ellis teaches is so great and engaging. I also just enjoy being able to work with others who have the same experience on coding like myself and not feeling pressured.,na,,,,,
I like the structure of the assignments it is organized and interesting to complete.,The quantity of tasks to do every week. Although it's a personal concern as I understand the reason for the inclusion of many different tasks every week and I appreciate the consistent deadline of midnight on Sunday. Have many tasks each week can often times be overwhelming as I'm always thinking about if I have completed them all.,,,,,
"doing projects and training python data analysis skills each week from A1,2,3 and D1,2,3",I think the quiz is boring,,,,,
The jupyter notebooks can go step by step.,I would like some more examples of manipulating seaborn and pandas,,,,,
I think the lectures are actually really fun.,"I dont have much to complain, probably I'd like for there to be an easier way to navigate between course material on canvas but that's about it.",,,,,
I enjoy looking at the data in class. It was fun to look at what people estimate and respond to question like how many days would it take to walk from here to New York City.,There's nothing I don't like in this class!,,,,,
Final Project,Some Discussion and Assignment questions feel very unclear,,,,,
"The coding assignments as I'm learning a lot about pandas and just working with datasets so far, which is what I really wanted to learn. I think working through the assignments and discussion assignments is really fun because of how well formatted the notebooks are!","nothing much but if i had to say one, it would probably the group project since I enjoy working alone, but so far everyone has been nice and I like my group and the project so far!",,,,,
"The guest appearances, I really enjoy guests talking about their experiences in work and the job application process with tips.","The clicker questions. I was unable to come to a significant portion of lectures due to this quarter's weather conditions, so I was unable to come to most of them and participate.",,,,,
Learning Pandas,N/A,,,,,
I enjoy the most on learning how to use python to create data frames to have a better understanding of the data we have.,"I like the least on the graph that we need to plot, because I am very good at them, but I will try my best to improve my skills on them.",,,,,
I enjoyed the data visualization lecture. I think making plots is the most interesting and fun thing I've learned so far.,"I''m not sure if theres anything I've really disliked about the course so far. I do find using github challenging because it is completely new to me, and transferring files for the group project can be difficult for me.",,,,,
I like the assignments as they are very representative of the lectures.,I really dislike the quizzes because I sometimes forget to take them.,,,,,
The homeworks that help us ease into using the functions we learned in a real-world manner,The weekly quizzes that ask us both very general and specific questions,,,,,
I learned a lot about the data using python. I have applied concepts like importing and cleaning the data. I enjoyed creating graphs and model it.,I think the least favorite about Cogs 108 so far is using datahub and jupiter notebook. It disconnect a lot and slow as well.,,,,,
I have enjoyed learning about pandas and seaborn as it has actually helped me on other computer science classes that I am taking right now so I am extremely happy that this class has already helped me succeed.,Sometimes the labs/assignments have instructions that are a bit too vague like in D4 there were some code blocks that I did not know what to fill out because the instructions were not too clear,,,,,
"I think is the programming language part, because it’s really useful and easy to follow.","So far, I think everything is fine. I don’t have anything don’t like yet.",,,,,
Working with team mates as I am learning new things from each person,too many assignments due each sunday,,,,,
Coding in the notebooks. Passing the checks are fun,Having to organize group meetings can be tedious,,,,,
The many examples used to explain the subject material during lectures.,I feel that sometimes we pass over certain topics about programming methods and tools rather quickly.,,,,,
I enjoyed working with group the most so far. It was fun getting to see people of diverse backgrounds and we joked a lot and had a great time working together on the early steps of the project.,I find the lectures kind of boring since a lot of this stuff has been something I have learned already.,,,,,
The combination working on codes(technical parts) and using several case study/real life senario to explain it,I want to learn a bit more about the technical parts,,,,,
